ip,port,severity_score,exploit_score,distinct_vulnerabilities,combined_score
192.168.1.18,8834,1.0,0.0,0.5,0.6
192.168.1.20,10000,0.7407407407407405,0.0,1.0,0.5703703703703702
192.168.1.12,3001,0.0,0.0,0.0,0.0
